latitude,longitude,postal_code,fsa
43.71143,-79.39789,M4P 1Y6,M4P 
43.59969,-79.54677,M8W 1Y7,M8W 
43.73941,-79.4199,M5M 3A6,M5M 
43.65121,-79.38902,M5T 2X5,M5T 
43.68338,-79.31721999999999,M4C 1J3,M4C 
43.68339,-79.31783,M4C 1J3,M4C 
43.66056,-79.41835,M6G 1H2,M6G 
43.64829,-79.39158,M5V 0B8,M5V 
43.66114,-79.3355,M4M 2X6,M4M 
43.64082,-79.39641999999999,M5V 4A5,M5V 
43.63941,-79.38155,M5J 0A6,M5J 
43.75721,-79.40727,M2N 7E2,M2N 
43.78354,-79.4044,M2M 1Y9,M2M 
43.667559999999995,-79.46775,M6P 1V8,M6P 
43.655390000000004,-79.36638,M5A 2W9,M5A 
43.777390000000004,-79.41325,M2N 0C1,M2N 
43.70722,-79.53013,M9N 0A7,M9N 
43.77525,-79.41235999999999,M2N 7A1,M2N 
43.65951,-79.41195,M6G 1E7,M6G 
43.64051,-79.41483000000001,M6K 3R7,M6K 
43.6514,-79.3744,M5C 1M2,M5C 
43.66618,-79.37725999999999,M4Y 2X8,M4Y 
43.67033,-79.38689000000001,M4W 3E2,M4W 
43.69,-79.30644000000001,M4C 1W5,M4C 
43.64141,-79.42481,M6K 1X2,M6K 
43.659259999999996,-79.41373,M6G 2V8,M6G 
43.67763,-79.42638000000001,M6G 2G5,M6G 
43.637840000000004,-79.40533,M5V 1B2,M5V 
43.647009999999995,-79.38969,M5V 1P7,M5V 
43.65704,-79.41136999999999,M6G 2N5,M6G 
43.6608,-79.40665,M5S 2P9,M5S 
43.65295,-79.37155,M5A 0L4,M5A 
43.68018,-79.43215,M6C 1C4,M6C 
43.77959,-79.41926,M2M 0A5,M2M 
43.66595,-79.47095999999999,M6P 2T1,M6P 
43.64295,-79.38169,M5J 0B1,M5J 
43.77234,-79.3995,M2N 3V2,M2N 
43.688790000000004,-79.44684000000001,M6E 3N5,M6E 
43.76487,-79.40953,M2N 0A9,M2N 
43.71145,-79.41032,M5N 2E9,M5N 
43.77693,-79.42073,M2N 2E6,M2N 
43.644090000000006,-79.39135999999999,M5V 3P5,M5V 
43.66346,-79.38164,M4Y 1C5,M4Y 
43.653620000000004,-79.41456,M6J 2B8,M6J 
43.64015,-79.39010999999999,M5V 3V6,M5V 
43.66928,-79.38011999999999,M4Y 1T5,M4Y 
43.65488,-79.37964000000001,M5B 2R6,M5B 
43.62466,-79.48594,M8Y 0B6,M8Y 
43.64262,-79.38053000000001,M5J 0A6,M5J 
43.639559999999996,-79.39734,M5V 4B2,M5V 
43.64291,-79.39958,M5V 2M6,M5V 
43.6382,-79.41574,M6K 3R7,M6K 
43.67167,-79.38892,M5R 1E9,M5R 
43.66987,-79.32588,M4L 1W8,M4L 
43.76041,-79.40795,M2N 7L7,M2N 
43.6426,-79.43041,M6K 2C8,M6K 
43.65433,-79.44778000000001,M6R 2C1,M6R 
43.740829999999995,-79.26003,M1K 4G6,M1K 
43.73887,-79.25949,M1K 4G6,M1K 
43.660470000000004,-79.43456,M6H 3E6,M6H 
43.78455,-79.31124,M1W 1R5,M1W 
43.63434,-79.431,M6K 2N1,M6K 
43.63774,-79.39774,M5V 2V6,M5V 
43.66427,-79.35453000000001,M4M 2E3,M4M 
43.6755,-79.29856,M4E 2P4,M4E 
43.64463,-79.39904,M5V 1M3,M5V 
43.6665,-79.46905,M6P 1Z3,M6P 
43.65448,-79.41638,M6J 2T7,M6J 
43.7461,-79.60133,M9V 2G8,M9V 
43.65416,-79.43016,M6H 3B4,M6H 
43.64155,-79.38181,M5J 0B1,M5J 
43.648340000000005,-79.42416,M6J 3E1,M6J 
43.6545,-79.42255,M6G 3T2,M6G 
43.64606,-79.39956,M5V 1M3,M5V 
43.64054,-79.39615,M5V 4B3,M5V 
43.64498,-79.4021,M5V 0G9,M5V 
43.64097,-79.37907,M5J 2S2,M5J 
43.66425,-79.43687,M6H 4B8,M6H 
43.64484,-79.39183,M5V 3P5,M5V 
43.63883,-79.39851999999999,M5V 4B2,M5V 
43.66584,-79.3192,M4L 2Y7,M4L 
43.642920000000004,-79.38225,M5J 3A3,M5J 
43.67732,-79.2795,M1N 2T2,M1N 
43.6506,-79.43531999999999,M6K 1T9,M6K 
43.6392,-79.41572,M6K 0A1,M6K 
43.64392,-79.40914000000001,M6J 3P3,M6J 
43.66185,-79.38506,M5S 1Y9,M5S 
43.67126,-79.30591,M4L 3P3,M4L 
43.66592,-79.30431999999999,M4L 2A2,M4L 
43.79437,-79.28278,M1S 1R8,M1S 
43.66788,-79.31727,M4L 3A7,M4L 
43.67901,-79.4418,M6H 3H2,M6H 
43.64059,-79.39787,M5V 4A5,M5V 
43.66147,-79.48047,M6S 2Z8,M6S 
43.644859999999994,-79.40816,M6J 1B1,M6J 
43.6426,-79.38009,M5J 0A6,M5J 
43.63748,-79.40356,M5V 4A1,M5V 
43.64547,-79.39833,M5V 1M3,M5V 
43.757259999999995,-79.4165,M2N 1H1,M2N 
43.75696,-79.41759,M2N 1H1,M2N 
43.64152,-79.40058,M5V 1C1,M5V 
43.66295,-79.41539,M6G 2V9,M6G 
43.68533,-79.34195,M4J 1X6,M4J 
43.63622,-79.40196,M5V 3J6,M5V 
43.67971,-79.30976,M4E 2B1,M4E 
43.6593,-79.38555,M5G 2A1,M5G 
43.66599,-79.382,M4Y 1K2,M4Y 
43.63965,-79.5367,M9B 6M1,M9B 
43.66173,-79.45665,M6P 1X7,M6P 
43.76477,-79.34375,M3A 3A8,M3A 
43.64209,-79.38118,M5J 0A6,M5J 
43.780159999999995,-79.40771,M2N 4N9,M2N 
43.68616,-79.31455,M4C 1J4,M4C 
43.778040000000004,-79.45263,M2R 3T2,M2R 
43.6653,-79.38324,M4Y 3A6,M4Y 
43.64913,-79.41736,M6J 2V6,M6J 
43.817440000000005,-79.2942,M1V 3H9,M1V 
43.64374,-79.3932,M5V 0K3,M5V 
43.65846,-79.34942,M4M 0A7,M4M 
43.66305,-79.4142,M6G 2P4,M6G 
43.64377,-79.38153,M5J 0A7,M5J 
43.63909,-79.41131999999999,M6K 3P8,M6K 
43.68269,-79.42238,M6C 2T4,M6C 
43.64228,-79.40423,M5V 2W8,M5V 
43.65934,-79.41604,M6G 1G8,M6G 
43.63984,-79.39565999999999,M5V 0E3,M5V 
43.64904,-79.42156999999999,M6J 1S6,M6J 
43.64295,-79.38261,M5J 0A9,M5J 
43.6222,-79.487,M8V 4A7,M8V 
43.66325,-79.3873,M5S 1Z6,M5S 
43.65232,-79.41631,M6J 2T7,M6J 
43.66134,-79.37708,M5B 1M1,M5B 
43.63902,-79.39698,M5V 1A9,M5V 
43.671409999999995,-79.30614,M4L 1P7,M4L 
43.66735,-79.43034,M6H 2X6,M6H 
43.781909999999996,-79.43625,M2R 2J2,M2R 
43.77559,-79.41422,M2N 7A1,M2N 
43.67292,-79.39044,M5R 2A2,M5R 
43.700509999999994,-79.39647,M4S 1L3,M4S 
43.68642,-79.44060999999999,M6E 3C7,M6E 
43.62615,-79.51394,M8Z 4M2,M8Z 
43.702009999999994,-79.38734000000001,M4S 1J9,M4S 
43.660059999999994,-79.3724,M5A 2S1,M5A 
43.64504,-79.40411999999999,M5V 2Y6,M5V 
43.6398,-79.39757,M5V 4A9,M5V 
43.65797,-79.40633000000001,M5S 2M8,M5S 
43.63687,-79.40453000000001,M5V 1A9,M5V 
43.640840000000004,-79.40092,M5V 1C1,M5V 
43.77098,-79.40084,M2N 3V2,M2N 
43.702090000000005,-79.50657,M9N 0A5,M9N 
43.6417,-79.38226999999999,M5J 0B1,M5J 
43.67825,-79.35321,M4K 2Z8,M4K 
43.65355,-79.39456,M5T 1C6,M5T 
43.76892,-79.41336,M2N 5P6,M2N 
43.65286,-79.39555,M5T 1C6,M5T 
43.76657,-79.41386,M2N 7G8,M2N 
43.67922,-79.45148,M6E 4K4,M6E 
43.63917,-79.38238,M5J 1A1,M5J 
43.64111,-79.37246,M5E 0A5,M5E 
43.66238,-79.3793,M4Y 2C3,M4Y 
43.683440000000004,-79.28867,M4E 3L7,M4E 
43.70766,-79.40098,M4R 1B9,M4R 
43.65403,-79.41186,M6J 2N3,M6J 
43.7784,-79.28116,M1S 0K5,M1S 
43.794909999999994,-79.2827,M1S 1L1,M1S 
43.67909,-79.45209,M6E 4K4,M6E 
43.67712,-79.56661,M9R 2L6,M9R 
43.78133,-79.24625999999999,M1H 3K2,M1H 
43.66097,-79.34257,M4M 2R4,M4M 
43.65753,-79.35549,M5A 1M6,M5A 
43.646440000000005,-79.43504,M6K 2L5,M6K 
43.70851,-79.38466,M4P 1M5,M4P 
43.82581,-79.29194,M1V 0B1,M1V 
43.63939,-79.55184,M9B 4S8,M9B 
43.64271,-79.39282,M5V 0K3,M5V 
43.64451,-79.40244,M5V 0G9,M5V 
43.693870000000004,-79.26631,M1N 3H8,M1N 
43.64819,-79.45048,M6R 1P4,M6R 
43.66995,-79.38743000000001,M4Y 1R5,M4Y 
43.68626,-79.39868,M4V 1N5,M4V 
43.68618,-79.37567,M4W 2E4,M4W 
43.75407,-79.44906,M3H 0B3,M3H 
43.6515,-79.43151999999999,M6H 1B4,M6H 
43.75034,-79.25065,M1J 1S9,M1J 
43.66319,-79.43216,M6H 3C3,M6H 
43.642520000000005,-79.39617,M5V 4A5,M5V 
43.68415,-79.35642,M4K 1Z8,M4K 
43.66834,-79.38412,M4Y 1M8,M4Y 
43.674440000000004,-79.40489000000001,M5R 2R8,M5R 
43.67171,-79.50095999999999,M6N 2B2,M6N 
43.78613,-79.4358,M2R 2N4,M2R 
43.67053,-79.36921,M4X 1G7,M4X 
43.64114,-79.38214,M5J 3A3,M5J 
43.66302,-79.3684,M5A 2L2,M5A 
43.65964,-79.41204,M6G 2T2,M6G 
43.70642,-79.39969,M4R 1V2,M4R 
43.68128,-79.42328,M6G 2H2,M6G 
43.66937,-79.40099000000001,M5R 2M3,M5R 
43.64222,-79.37683,M5J 2z3,M5J 
43.64164,-79.38331,M5J 3A3,M5J 
43.662929999999996,-79.43629,M6H 4B8,M6H 
43.70493,-79.39709,M4S 2B2,M4S 
43.64405,-79.38116,M5J 0A7,M5J 
43.65675,-79.37633000000001,M5B 2A9,M5B 
43.68031,-79.43726,M6E 2T9,M6E 
43.8188,-79.2013,M1B 5L7,M1B 
43.66349,-79.43616,M6H 4B8,M6H 
43.66438,-79.4369,M6H 4B8,M6H 
43.64156,-79.39556,M5V 3Z7,M5V 
43.6494,-79.38784,M5H 4E9,M5H 
43.65359,-79.37948,M5B 2R3,M5B 
43.66057,-79.43333,M6H 3E6,M6H 
43.69014,-79.49619,M6M 2C7,M6M 
43.66762,-79.38709,M4Y 1R2,M4Y 
43.647240000000004,-79.39196,M5V 0G6,M5V 
43.71092,-79.48676,M6L 1M1,M6L 
43.65764,-79.43526,M6H 4B2,M6H 
43.67581,-79.41176,M5R 3B9,M5R 
43.64241,-79.38225,M5J 0B1,M5J 
43.64157,-79.38195,M5J 3A4,M5J 
43.64392,-79.37991,M5J 0A7,M5J 
43.667429999999996,-79.41813,M6G 3B5,M6G 
43.6674,-79.40621,M5R 2W4,M5R 
43.67727,-79.4626,M6N 3A9,M6N 
43.641259999999996,-79.44455,M6R 1E6,M6R 
43.65871,-79.33391,M4M 2X7,M4M 
43.6575,-79.33266,M4M 2X7,M4M 
43.63977,-79.39869,M5V 0J9,M5V 
43.65781,-79.36669,M5A 2X4,M5A 
43.63665,-79.40675999999999,M5V 1B2,M5V 
43.67001,-79.34496999999999,M4K 1B2,M4K 
43.62681,-79.47968,M8V 4E9,M8V 
43.66796,-79.38814,M4Y 1R2,M4Y 
43.647009999999995,-79.39350999999999,M5V 0G6,M5V 
43.66449,-79.38526999999999,M4Y 3B2,M4Y 
43.68398,-79.31255999999999,M4C 4B2,M4C 
43.67004,-79.32943,M4L 1K6,M4L 
43.64784,-79.39754,M5V 3E7,M5V 
43.79943,-79.40826,M2M 3Y5,M2M 
43.66203,-79.41011999999999,M5S 2R1,M5S 
43.698890000000006,-79.37143,M4G 1L8,M4G 
43.64385,-79.40198000000001,M5V 2P9,M5V 
43.74002,-79.55827,M9V 2R5,M9V 
43.656459999999996,-79.44569,M6P 0A1,M6P 
43.66943,-79.3939,M5R 0B4,M5R 
43.79335,-79.43975,L4J 1A2,L4J 
43.6554,-79.40302,M5T 2N4,M5T 
43.7741,-79.35611999999999,M2J 2E7,M2J 
43.608340000000005,-79.55705999999999,M9C 0A3,M9C 
43.64797,-79.39381,M5V 0G6,M5V 
43.71125,-79.3943,M4P 1Z2,M4P 
43.64824,-79.40834,M6J 2K3,M6J 
43.648509999999995,-79.39305,M5V 0G6,M5V 
43.69525,-79.42456,M6C 1S9,M6C 
43.64438,-79.39891999999999,M5V 1E3,M5V 
43.64743,-79.40581,M6J 1E6,M6J 
43.664390000000004,-79.37528,M4Y 2K1,M4Y 
43.74126,-79.56754000000001,M9V 2X8,M9V 
43.64154,-79.38096,M5J 0B1,M5J 
43.76679,-79.37173,M2K 0C1,M2K 
43.79103,-79.43779,M2R 2R7,M2R 
43.64283,-79.39896,M5V 2M6,M5V 
43.68728,-79.42273,M6C 1L7,M6C 
43.64613,-79.41279,M6J 1G5,M6J 
43.65943,-79.38136999999999,M5B 2E8,M5B 
43.63981,-79.41415,M6K 0A1,M6K 
43.680409999999995,-79.32802,M4J 4N6,M4J 
43.640370000000004,-79.41214000000001,M6K 3M2,M6K 
43.76045,-79.40609,M2N 4T9,M2N 
43.66558,-79.3837,M4Y 1K4,M4Y 
43.7249,-79.39843,M4N 1S5,M4N 
43.66695,-79.38646,M4Y 1K1,M4Y 
43.66489,-79.48061,M6P 2A4,M6P 
43.64245,-79.39154,M5V 0K3,M5V 
43.658840000000005,-79.38499,M5G 2J9,M5G 
43.69144,-79.54489000000001,M9R 2Z1,M9R 
43.64387,-79.38121,M5J 3A1,M5J 
43.697179999999996,-79.51881999999999,M9P 2R5,M9P 
43.666000000000004,-79.38603,M4Y 1Z3,M4Y 
43.64667,-79.42281,M6J 3B5,M6J 
43.63573,-79.42303000000001,M6K 1Y7,M6K 
43.65735,-79.372,M5A 2N6,M5A 
43.63671,-79.42799000000001,M6K 1C8,M6K 
43.69755,-79.31823,M4C 4G5,M4C 
43.76123,-79.31223,M1R 2K2,M1R 
43.655390000000004,-79.37833,M5B 2R3,M5B 
43.692009999999996,-79.28464,M1L 1A3,M1L 
43.78353,-79.40486999999999,M2M 1Y9,M2M 
43.67198,-79.38577,M4W 3S5,M4W 
43.6485,-79.39298000000001,M5V 0G6,M5V 
43.66468,-79.43021999999999,M6H 2X3,M6H 
43.63675,-79.40682,M5V 1A9,M5V 
43.647220000000004,-79.39731,M5V 3N3,M5V 
43.66834,-79.40795,M5R 2Y7,M5R 
43.76097,-79.19419,M1E 1W7,M1E 
43.64575,-79.39129,M5V 3T3,M5V 
43.64192,-79.38199,M5J 0B1,M5J 
43.68906,-79.4146,M5P 1R4,M5P 
43.641040000000004,-79.42329000000001,M6K 1E6,M6K 
43.65638,-79.44625,M6P 4J4,M6P 
43.64421,-79.39009,M5V 3P5,M5V 
43.63329,-79.39985,M5V 3P4,M5V 
43.6685,-79.38596,M4Y 1R4,M4Y 
43.66946,-79.38596,M4Y 1R4,M4Y 
43.66875,-79.38631,M4Y 1R4,M4Y 
43.667590000000004,-79.3865,M4Y 1R4,M4Y 
43.66878,-79.38759,M4Y 1R4,M4Y 
43.65658,-79.34869,M4M 2H3,M4M 
43.678490000000004,-79.44211,M6H 3K4,M6H 
43.64945,-79.4533,M6R 2R6,M6R 
43.63782,-79.40479,M5V 4A1,M5V 
43.64912,-79.45144,M6R 1P5,M6R 
43.648740000000004,-79.42169,M6J 3B5,M6J 
43.766009999999994,-79.31798,M1R 4L6,M1R 
43.659659999999995,-79.38089000000001,M5B 1H2,M5B 
43.63661,-79.40464,M5V 1B2,M5V 
43.64839,-79.42128000000001,M6J 3B5,M6J 
43.659659999999995,-79.37239,M5A 2S1,M5A 
43.77118,-79.42835,M2N 2A6,M2N 
43.67712,-79.4421,M6H 3K4,M6H 
43.67678,-79.44102,M6H 3K4,M6H 
43.67895,-79.29896,M4E 1R3,M4E 
43.65704,-79.38616,M5G 1P7,M5G 
43.650929999999995,-79.41141999999999,M6J 2M7,M6J 
43.641259999999996,-79.38198,M5J 0B1,M5J 
43.647090000000006,-79.42403,M6J 3C8,M6J 
43.64096,-79.42379,M6J 0A9,M6J 
43.64053,-79.41481999999999,M6K 3M8,M6K 
43.6359,-79.43863,M6K 1J3,M6K 
43.65282,-79.38859000000001,M5T 1V1,M5T 
43.6823,-79.43704,M6E 2T9,M6E 
43.64951,-79.36771,M5A 4H3,M5A 
43.6707,-79.39956,M5R 1B1,M5R 
43.78419,-79.30896,M1T 2H4,M1T 
43.66636,-79.37724,M4Y 2J3,M4Y 
43.64229,-79.38093,M5J 0B1,M5J 
43.65803,-79.44053000000001,M6H 3W2,M6H 
43.65003,-79.45584000000001,M6R 2Y1,M6R 
43.641690000000004,-79.40267,M5V 2P4,M5V 
43.63967,-79.39657,M5V 4A5,M5V 
43.654759999999996,-79.40267,M5S 2S9,M5S 
43.69875,-79.27813,M1L 3Y1,M1L 
43.67864,-79.34656,m4k 3l1,m4k 
43.663790000000006,-79.47276,M6P 2V4,M6P 
43.64434,-79.39484,M5V 2M7,M5V 
43.67099,-79.31969000000001,M4L 3A2,M4L 
43.666709999999995,-79.41266,M5R 3G3,M5R 
43.685390000000005,-79.31697,M4C 1J3,M4C 
43.66129,-79.38757,M5S 1Z6,M5S 
43.65047,-79.393,M5T 1B8,M5T 
43.67202,-79.56778,M9B 6B1,M9B 
43.68548,-79.31685,M4C 1J3,M4C 
43.706959999999995,-79.39988000000001,M4R 1B9,M4R 
43.6546,-79.41431,M6J 2S6,M6J 
43.654379999999996,-79.41638,M6G 1B9,M6G 
43.66167,-79.45345,M6P 3Z5,M6P 
43.67233,-79.40552,M5R 2T9,M5R 
43.69298,-79.2966,M4C 1Z4,M4C 
43.692679999999996,-79.29668000000001,M4C 1Z4,M4C 
43.68561,-79.31867,M4C 1J3,M4C 
43.68412,-79.31713,M4C 1J3,M4C 
43.66576,-79.36522,M5A 2L8,M5A 
43.659240000000004,-79.44854000000001,M6P 3V1,M6P 
43.74443,-79.44885,M3H 2Y1,M3H 
43.662890000000004,-79.38619,M4Y 3G5,M4Y 
43.64348,-79.38181999999999,M5J 3A4,M5J 
43.76104,-79.41125,M2N 7K1,M2N 
43.64873,-79.41354,M6J 2R5,M6J 
43.65832,-79.44036,M6H 3W2,M6H 
43.64257,-79.40594,M5V 1G4,M5V 
43.64643,-79.40120999999999,M5V 0N7,M5V 
43.66363,-79.37113000000001,M5A 2L1,M5A 
43.69578,-79.55298,M9R 1S8,M9R 
43.641940000000005,-79.37668000000001,M5E 1Z9,M5E 
43.77238,-79.42858000000001,M2N 2A6,M2N 
43.68323,-79.33036,M4J 1P4,M4J 
43.64889,-79.45389,M6R 2W4,M6R 
43.64727,-79.40906,M6J 2M8,M6J 
43.64763,-79.388,M5V 0C4,M5V 
43.64335,-79.41259000000001,M6J 3W4,M6J 
43.66485,-79.38306,M4Y 1C5,M4Y 
43.726490000000005,-79.25956,M1K 3C8,M1K 
43.63922,-79.39667,M5V 0E3,M5V 
43.641490000000005,-79.39571,M5V 4A5,M5V 
43.682359999999996,-79.4563,M6E 4P3,M6E 
43.67451,-79.40850999999999,M5R 1L9,M5R 
43.66686,-79.32249,M4L 2W5,M4L 
43.653909999999996,-79.38273000000001,M5B 2R3,M5B 
43.64655,-79.39114000000001,M5V 0L4,M5V 
43.7606,-79.40953,M2N 7L6,M2N 
43.66472,-79.33773000000001,M4M 1S6,M4M 
43.68101,-79.33993000000001,M4J 3E3,M4J 
43.63807,-79.39941999999999,M5V 0J9,M5V 
43.66679,-79.41636,M6G 2W7,M6G 
43.64665,-79.44145999999999,M6R 1J9,M6R 
43.77337,-79.17276,M1E 4A7,M1E 
43.66624,-79.37661999999999,M4Y 2V6,M4Y 
43.65178,-79.35743000000001,M5A 0G2,M5A 
43.7807,-79.40737,M2N 4N8,M2N 
43.65721,-79.40885,M6G 1A1,M6G 
43.70081,-79.38878000000001,M4S 1J8,M4S 
43.594190000000005,-79.53484,M8W 4Y8,M8W 
43.6426,-79.39129,M5V 3R5,M5V 
43.64776,-79.39354,M5V 0M2,M5V 
43.66705,-79.37162,M4X 1X8,M4X 
43.64308,-79.40236,M5V 0G9,M5V 
43.66984,-79.38178,M4Y 2G2,M4Y 
43.64788,-79.43629,M6K 1R7,M6K 
43.67442,-79.32857,M4L 2R6,M4L 
43.75739,-79.40501,M2N 2T2,M2N 
43.66536,-79.44601,M6H 3X1,M6H 
43.66538,-79.32479000000001,M4L 1C9,M4L 
43.64313,-79.40032,M5V 2M9,M5V 
43.66995,-79.3766,M4Y 1N9,M4Y 
43.696459999999995,-79.32056999999999,M4C 4A4,M4C 
43.63301,-79.39899,M5V 3P4,M5V 
43.6353,-79.40386,M5V 4A2,M5V 
43.69082,-79.44815,M6E 3S3,M6E 
43.64398,-79.39149,M5V 0E9,M5V 
43.6843,-79.29522,M4E 3C9,M4E 
43.66668,-79.407,M5R 2Y7,M5R 
43.64479,-79.39025,M5V 3P5,M5V 
43.6608,-79.41856999999999,M6G 1H3,M6G 
43.6838,-79.3165,M4C 1J3,M4C 
43.67106,-79.3445,M4K 3J3,M4K 
43.6579,-79.4148,M6G 2V6,M6G 
43.643,-79.40046,M5V 4B2,M5V 
43.6439,-79.3904,M5V 0G5,M5V 
43.65384,-79.36806999999999,M5A 1P9,M5A 
43.662079999999996,-79.38671,M4Y 1A5,M4Y 
43.68087,-79.3332,M4J 1K9,M4J 
43.78767,-79.41532,M2M 2E4,M2M 
43.6805,-79.35256,M4K 1W1,M4K 
43.691759999999995,-79.3557,M4K 3N5,M4K 
43.65935,-79.36746,M5A 2X3,M5A 
43.6703,-79.29068000000001,M4E 1B2,M4E 
43.646879999999996,-79.42345,M6J 1N9,M6J 
43.770270000000004,-79.41013000000001,M2N 3W4,M2N 
43.67499,-79.29902,M4E 2P6,M4E 
43.66639,-79.38898,M5S 3A3,M5S 
43.66802,-79.41288,M5R 3G3,M5R 
43.65716,-79.38466,M5G 2K5,M5G 
43.687940000000005,-79.34761999999999,M4J 2H9,M4J 
43.64608,-79.41901,M6J 2Z5,M6J 
43.6756,-79.56409000000001,M9r 0a3,M9r 
43.78363,-79.40305,M2M 1Y9,M2M 
43.67239,-79.38898,M4w 3y8,M4w 
43.65256,-79.39673,M5T 1C9,M5T 
43.67366,-79.43628000000001,M6H 3E1,M6H 
43.67935,-79.43529000000001,M6C 1C7,M6C 
43.66875,-79.32225,M4L 2Y8,M4L 
43.65312,-79.37961,M5B 2R3,M5B 
43.653059999999996,-79.41805,M6J 2T7,M6J 
43.76232,-79.38935,M2L 2J3,M2L 
43.641040000000004,-79.42249,M6J 0C7,M6J 
43.65497,-79.41207,M6J 2N9,M6J 
43.65676,-79.40183,M5T 1P1,M5T 
43.711459999999995,-79.39573,M4P 1Y4,M4P 
43.65729,-79.38434000000001,M5G 1C9,M5G 
43.64669,-79.42577,M6J 1R6,M6J 
43.654140000000005,-79.44922,M6R 1X3,M6R 
43.67706,-79.30938,M4E 1V5,M4E 
43.64246,-79.40048,M5V 2V1,M5V 
43.67553,-79.4019,M5R 1V2,M5R 
43.671929999999996,-79.40142,M5R 2N5,M5R 
43.684470000000005,-79.30949,M4C 1B4,M4C 
43.64693,-79.39121,M5V 0L4,M5V 
43.69066,-79.35423,M4K 2T2,M4K 
43.64397,-79.39153,M5V 3R5,M5V 
43.653240000000004,-79.36827,M5A 4S3,M5A 
43.66935,-79.29415999999999,M4E 2W3,M4E 
43.64258,-79.38343,M5J 3A3,M5J 
43.66963,-79.48688,M6N 3Z5,M6N 
43.642590000000006,-79.38252,M5J Z2Z,M5J 
43.63687,-79.40446,M5V 4A1,M5V 
43.638259999999995,-79.41589,M6K 3R5,M6K 
43.66192,-79.4144,M6G 2T6,M6G 
43.63495,-79.4339,M6K 2X1,M6K 
43.76466,-79.38255,M2K 3C1,M2K 
43.64532,-79.4325,M6K 1P4,M6K 
43.6692,-79.42752,M6G 1W2,M6G 
43.637240000000006,-79.41481999999999,M6K 3R2,M6K 
43.667429999999996,-79.38927,M5S 0A6,M5S 
43.65421,-79.39797,M5T 1L6,M5T 
43.66679,-79.38723,M4Y 0A5,M4Y 
43.65547,-79.42905999999999,M6H 2Y7,M6H 
43.64965,-79.39520999999999,M5T 2C5,M5T 
43.665929999999996,-79.34715,M4M 2L8,M4M 
43.65433,-79.46875,M6P 1T5,M6P 
43.68318,-79.46189,M6N 3K6,M6N 
43.68119,-79.42223,M6G 2H2,M6G 
43.71051,-79.40534,M4R 1E9,M4R 
43.68065,-79.42366,M6G 2H2,M6G 
43.679159999999996,-79.42285,M6G 2H2,M6G 
43.685390000000005,-79.31716999999999,M4C 1J3,M4C 
43.68037,-79.41715,M5R 1Z6,M5R 
43.664390000000004,-79.43406,M6H 3E9,M6H 
43.66066,-79.37544,M5B 2M4,M5B 
43.67052,-79.3108,M4L 1T2,M4L 
43.66091,-79.38584,M5G 1N6,M5G 
43.64359,-79.40125,M5V 0H6,M5V 
43.6878,-79.4249,M6C 1L9,M6C 
43.70434,-79.42388000000001,M5N 2N2,M5N 
43.662729999999996,-79.38447,M4Y 3G5,M4Y 
43.685829999999996,-79.3132,M4C 4C1,M4C 
43.666340000000005,-79.38989000000001,M5S 0A6,M5S 
43.65248,-79.4215,M6J 3A5,M6J 
43.64949,-79.368,M5A 4H2,M5A 
43.648759999999996,-79.43111999999999,M6J 3M4,M6J 
43.65948,-79.44004,M6H 1N6,M6H 
43.77449,-79.32002,M1T 1E7,M1T 
43.654509999999995,-79.40335999999999,M5T 2L7,M5T 
43.66669,-79.41646999999999,M6G 2Z1,M6G 
43.674890000000005,-79.29887,M4E 1M3,M4E 
43.77959,-79.40916999999999,M2N 4N8,M2N 
43.70865,-79.40375,M4R 0A2,M4R 
43.76828,-79.34192,M2J 1L4,M2J 
43.658609999999996,-79.34209,M4M 2P8,M4M 
43.66068,-79.34081,M4M 2P8,M4M 
43.66425,-79.44570999999999,M6H 3Y8,M6H 
43.64713,-79.43544,M6K 1R1,M6K 
43.67994,-79.34836999999999,M4K 1P8,M4K 
43.66126,-79.45518,M6P 1X5,M6P 
43.65687,-79.44641999999999,M6P 4J4,M6P 
43.65785,-79.37631,M5B 2L2,M5B 
43.6612,-79.45519,M6P 1X5,M6P 
43.66845,-79.32462,M4L 1L6,M4L 
43.64111,-79.39646,M5V 4B3,M5V 
43.67781,-79.56679,M9R 2L6,M9R 
43.68377,-79.35653,M4K 2R8,M4K 
43.66252,-79.34342,M4M 3P4,M4M 
43.64158,-79.44151,M6R 2A3,M6R 
43.641020000000005,-79.42317,M6K 1X2,M6K 
43.639359999999996,-79.41649,M6K 3R7,M6K 
43.66388,-79.40971,M5S 0A8,M5S 
43.71774,-79.40184,M4N 2J3,M4N 
43.66301,-79.48186,M6S 2Z7,M6S 
43.66923,-79.38715,M4Y 1R4,M4Y 
43.6627,-79.42783,M6H 2T7,M6H 
43.65348,-79.43319,M6H 1B6,M6H 
43.6435,-79.40485,M5V 2W8,M5V 
43.64283,-79.4021,M5V 1M5,M5V 
43.67281,-79.30758,M4L 1P7,M4L 
43.65139,-79.43271999999999,M6H 1B6,M6H 
43.65501,-79.38219000000001,M5B 2R3,M5B 
43.6581,-79.46092,M6P 2K1,M6P 
43.729620000000004,-79.59526,M9V 3Y5,M9V 
43.76486,-79.41279,M2N 7C5,M2N 
43.63739,-79.40385,M5V 4A1,M5V 
43.68677,-79.42435,M6C 2M8,M6C 
43.64258,-79.38212,M5J 0B1,M5J 
